age,education,black,hispanic,married,nodegree,re74,re75,T,Y_factual,Y0,Y1,which_imputed
28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,2710.013902551157,0.0,Y0
31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1,8087.487,5026.396587312608,8087.487,Y0
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,3974.590859358678,0.0,Y0
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2348.973,2823.13587306834,2348.973,Y0
30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1,590.7818,4974.859287230259,590.7818,Y0
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,2278.7896548068343,0.0,Y0
37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1067.506,3833.0230531403254,1067.506,Y0
41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1,7284.986,1688.4062062315986,7284.986,Y0
42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1,13167.52,6996.8837686218285,13167.52,Y0
22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1048.432,4375.417047764945,1048.432,Y0
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,7209.90231767909,0.0,Y0
29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1923.938,2749.97822200871,1923.938,Y0
35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4666.236,2983.218184974454,4666.236,Y0
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,549.2984,3890.990336258169,549.2984,Y0
29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1,762.9146,-962.3171034181405,762.9146,Y0
28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,10694.29,4260.851651538391,10694.29,Y0
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,3890.990336258169,0.0,Y0
23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,2983.4567819852145,0.0,Y0
45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1,8546.715,3238.4113277345823,8546.715,Y0
29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1,7479.656,3247.485945017959,7479.656,Y0
27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,5185.730522742394,0.0,Y0
46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1,647.2046,9770.979610531795,647.2046,Y0
18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,4075.2501299244736,0.0,Y0
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,11965.81,2823.13587306834,11965.81,Y0
28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1,9598.541,5305.828071958074,9598.541,Y0
25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1,18783.35,8756.309592298707,18783.35,Y0
22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,18678.08,914.1537352144857,18678.08,Y0
21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,4175.048735744154,0.0,Y0
40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,23005.6,2866.827565747836,23005.6,Y0
22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,6456.697,1687.5791075802765,6456.697,Y0
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2823.13587306834,0.0,Y0
18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2321.107,3064.1293026465983,2321.107,Y0
38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4941.849,4162.207518412334,4941.849,Y0
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4382.247160639085,0.0,Y0
27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,3634.8927737551603,0.0,Y0
38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,3804.3518113467867,0.0,Y0
23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3881.284,7207.337931408252,3881.284,Y0
26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,17230.96,3890.990336258169,17230.96,Y0
21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8048.603,5550.27926555428,8048.603,Y0
25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,3948.5346845611634,0.0,Y0
31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1,14509.93,5026.396587312608,14509.93,Y0
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,2278.7896548068343,0.0,Y0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,3833.655794457689,0.0,Y0
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,9983.784,1855.2735743560863,9983.784,Y0
44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,4523.7345304128885,0.0,Y0
25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5587.503,9913.380068425098,5587.503,Y0
18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4482.845,5520.940648380961,4482.845,Y0
42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2456.153,4584.265998702877,2456.153,Y0
25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,3930.3901549443926,0.0,Y0
31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1,26817.6,4016.4770361309047,26817.6,Y0
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,4027.121786123248,0.0,Y0
26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1,9265.788,3987.7246967448727,9265.788,Y0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,485.2298,3833.655794457689,485.2298,Y0
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4814.627,3974.590859358678,4814.627,Y0
19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,7458.105,2468.166974700843,7458.105,Y0
43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,6811.764176293693,0.0,Y0
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1,34099.28,4382.247160639085,34099.28,Y0
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1953.268,3295.4015731650998,1953.268,Y0
30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,6199.819272109755,0.0,Y0
26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,1,0.0,2459.768596916312,0.0,Y0
20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,1,8881.665,2314.815791854369,8881.665,Y0
17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,1,6210.67,13254.557742229068,6210.67,Y0
20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,1,0.0,2546.7077224271397,0.0,Y0
18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,1,929.8839,4270.597383568511,929.8839,Y0
27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,1,0.0,1328.9071699061064,0.0,Y0
21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,1,12558.02,3602.1907596981114,12558.02,Y0
27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,1,22163.25,2423.7079229949322,22163.25,Y0
20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1,1652.637,2021.3270075880127,1652.637,Y0
19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,1,8124.715,2492.6248889480185,8124.715,Y0
23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,1,671.3318,-3183.9641685993047,671.3318,Y0
29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,1,17814.98,3267.423435300352,17814.98,Y0
18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,1,9737.154,7928.886066875674,9737.154,Y0
19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,1,17685.18,7400.765159735804,17685.18,Y0
27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,1,0.0,7882.245318448898,0.0,Y0
18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,1,4321.705,4304.254947077958,4321.705,Y0
27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1,1773.423,3399.865353121127,1773.423,Y0
22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,1,0.0,-2337.8604379328917,0.0,Y0
23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,1,11233.26,1838.534042898908,11233.26,Y0
23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,1,559.4432,15402.690869016684,559.4432,Y0
20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1,1085.44,5354.571660568025,1085.44,Y0
17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,1,5445.2,2101.5456302164675,5445.2,Y0
28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,1,60307.93,7154.104339023709,60307.93,Y0
26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1,1460.36,1822.9656504282314,1460.36,Y0
20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,1,6943.342,-101.65144528897146,6943.342,Y0
24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,1,4032.708,2416.1199228841747,4032.708,Y0
31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,1,10363.27,2906.0189588265107,10363.27,Y0
23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,1,4232.309,4046.2806587745413,4232.309,Y0
18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,1,11141.39,2948.3786502324856,11141.39,Y0
29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,1,0.0,13022.663320085878,0.0,Y0
26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,1,13385.86,10492.264592630032,13385.86,Y0
24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,1,4849.559,7330.800664586144,4849.559,Y0
25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,1,0.0,368.02680431470617,0.0,Y0
24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1,1660.508,5987.493763513242,1660.508,Y0
46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,1,0.0,4154.929678573953,0.0,Y0
31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,1,2484.549,2804.0347660023926,2484.549,Y0
19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,1,4146.603,2373.767379313878,4146.603,Y0
19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,1,9970.681,2467.7415426481703,9970.681,Y0
27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,1,0.0,3249.1453839430924,0.0,Y0
26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,1,26372.28,2188.7153941034003,26372.28,Y0
20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,1,5615.189,4105.567102063527,5615.189,Y0
28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,1,3196.571,3737.316080537524,3196.571,Y0
24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,1,6167.681,1088.4756392490144,6167.681,Y0
19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,1,7535.942,4770.292430502057,7535.942,Y0
23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,1,8484.239,-363.05116330665504,8484.239,Y0
42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1,1294.409,4670.53931703514,1294.409,Y0
25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,1,0.0,9103.149477514911,0.0,Y0
18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,1,5010.342,5608.341968770819,5010.342,Y0
21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,1,9371.037,4376.788150369447,9371.037,Y0
27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,1,0.0,2569.804113679383,0.0,Y0
21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,1,4279.613,1116.7478212829585,4279.613,Y0
22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,1,3462.564,244.2423873407005,3462.564,Y0
31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,1,7382.549,2839.539188992292,7382.549,Y0
24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,1,0.0,8158.746943422038,0.0,Y0
29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,1,0.0,1968.8412050784766,0.0,Y0
29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,1,10976.51,6018.819948883807,10976.51,Y0
19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,1,13829.62,2762.4584111642744,13829.62,Y0
19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,1,6788.463,13338.070494880456,6788.463,Y0
31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,1,9558.501,13107.733541800231,9558.501,Y0
22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,1,13228.28,1301.8319384794554,13228.28,Y0
21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,1,743.6666,4750.10259219888,743.6666,Y0
17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,1,5522.788,3894.5281795208516,5522.788,Y0
26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1,1424.944,7556.132029618307,1424.944,Y0
20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1,1358.643,14850.13145158083,1358.643,Y0
19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,1,0.0,6063.676678223248,0.0,Y0
26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,1,672.8773,8250.287742589548,672.8773,Y0
28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,1,0.0,4239.861312847389,0.0,Y0
22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,1,10092.83,14231.98556925353,10092.83,Y0
33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,1,6281.433,5907.4408423630475,6281.433,Y0
22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,1,12590.71,34915.00737432373,12590.71,Y0
29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,1,5112.014,14802.167854688445,5112.014,Y0
33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,1,15952.6,2717.3548767620678,15952.6,Y0
25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,1,36646.95,5961.64145601527,36646.95,Y0
35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,1,12803.97,585.4684482932993,12803.97,Y0
35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,1,3786.628,2226.0427248421693,3786.628,Y0
33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,1,4181.942,5556.746799261553,4181.942,Y0
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2477.3739691925916,Y1
26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12383.68,12383.68,12222.192399518497,Y1
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,3729.04199406685,Y1
18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,10740.08,10740.08,3845.759219692859,Y1
45.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,11796.47,11796.47,1153.3020807797425,Y1
18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,9227.052,9227.052,3845.759219692859,Y1
24.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10569.27,10569.27,1900.288000182377,Y1
34.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0,6040.335,6040.335,9083.576669349137,Y1
24.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0,3880.833,3880.833,4472.408012209011,Y1
36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,5649.536284373449,Y1
21.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5775.062,5775.062,17162.844151122303,Y1
28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,6479.03333407249,Y1
27.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1485.5159119884581,Y1
19.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,7409.400112574139,Y1
20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1012.828743880083,Y1
34.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2113.722,2113.722,9888.83126944265,Y1
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7618.639,7618.639,2477.3739691925916,Y1
22.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0,9920.945,9920.945,3241.8917543545754,Y1
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4196.375,4196.375,3226.746680273484,Y1
39.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2096.241075085105,Y1
19.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0,16658.25,16658.25,8597.12497773742,Y1
44.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,9722.003,9722.003,-1671.6885179163562,Y1
27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3783.66,3783.66,1555.6369450381887,Y1
25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3515.929,3515.929,-137.16699725861076,Y1
31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,17014.59,17014.59,6843.287871929513,Y1
34.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,7960.684138374163,Y1
21.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2709.6374262406066,Y1
33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5970.257,5970.257,9888.83126944265,Y1
18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1859.167,1859.167,7453.870820022121,Y1
26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6191.943,6191.943,10491.752524816826,Y1
31.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7284.394,7284.394,9406.764972715371,Y1
35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,445.8309,445.8309,5649.536284373449,Y1
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2546.041367321888,Y1
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,3226.746680273484,Y1
25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7367.04,7367.04,2677.6390120476617,Y1
35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,8132.479979555048,Y1
20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,2015.503,2015.503,3723.3401867338544,Y1
25.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0,15791.13,15791.13,8033.50027894768,Y1
27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1135.47,1135.47,4900.508991744198,Y1
20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0,6378.72,6378.72,6619.004307681685,Y1
26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7176.187,7176.187,9173.388835952002,Y1
38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,-1164.0912907450586,Y1
34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7952.54,7952.54,5649.536284373449,Y1
19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4699.03078764517,Y1
32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7152.132,7152.132,2684.4451081629327,Y1
20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8329.823,8329.823,6344.1398807008745,Y1
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2477.3739691925916,Y1
38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,12429.91,12429.91,2096.241075085105,Y1
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,3026.481637418414,Y1
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5088.76,5088.76,3026.481637418414,Y1
20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0,4374.04,4374.04,2645.251087969679,Y1
21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1553.291,1553.291,4441.1287596831135,Y1
25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2677.6390120476617,Y1
22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1698.304,1698.304,4511.58159156508,Y1
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,3026.481637418414,Y1
24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11294.63,11294.63,7068.826360692012,Y1
29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,7749.416584864082,Y1
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,14626.39,14626.39,3026.481637418414,Y1
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,12898.38,12898.38,3729.04199406685,Y1
28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5767.133,5767.133,9354.426567704784,Y1
18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0,6527.919,6527.919,7453.870820022121,Y1
