gender_n,ethnicity_n,birth_n,lunchk_n,schoolk_n,degreek_n,ladderk_n,experiencek_n,tethnicityk_n,T,Y_factual,Y0,Y1,which_imputed
0.0,1.0,1.0,1.0,2.0,1.0,0.0,10.0,1.0,0,850.0,850.0,897.3612520396715,Y1
1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1008.0,919.8903552940576,1008.0,Y0
0.0,0.0,3.0,0.0,1.0,0.0,0.0,16.0,0.0,0,915.0,915.0,983.1294134426313,Y1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,1,1067.0,946.5192974884062,1067.0,Y0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,846.0,913.5311022590292,846.0,Y0
0.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,1.0,0,1034.0,1034.0,934.021222624767,Y1
1.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,0.0,0,914.0,914.0,938.0273851086911,Y1
0.0,0.0,2.0,0.0,1.0,1.0,0.0,14.0,1.0,1,947.0,966.9453149195383,947.0,Y0
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,1,898.0,920.9983731871033,898.0,Y0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,1,1027.0,970.9563589230795,1027.0,Y0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0,953.0,953.0,971.7893100885087,Y1
1.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0,815.0,815.0,917.8349175124972,Y1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1,919.0,956.061215415916,919.0,Y0
0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,935.0,935.0,871.7703516734854,Y1
0.0,1.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,1,1001.0,922.2709681292207,1001.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,1.0,0,1008.0,1008.0,911.6733228531762,Y1
1.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,875.0,875.0,870.8317523058065,Y1
0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1,904.0,903.234459824598,904.0,Y0
0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1,1091.0,957.2913510764939,1091.0,Y0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0,936.0,936.0,930.8366985333331,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0,847.0,847.0,928.4586837347662,Y1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,0,970.0,970.0,969.0764337549779,Y1
1.0,0.0,2.0,0.0,3.0,0.0,0.0,11.0,0.0,0,961.0,961.0,928.2832892370827,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,0,942.0,942.0,915.0227929914028,Y1
1.0,0.0,1.0,0.0,1.0,0.0,-1.0,5.0,0.0,1,901.0,948.1890879870077,901.0,Y0
1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,855.0,855.0,993.4986104536509,Y1
1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0,895.0,895.0,947.1625226902695,Y1
0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,1,899.0,947.3821709986724,899.0,Y0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0,987.0,987.0,930.8366985333331,Y1
1.0,0.0,3.0,0.0,0.0,0.0,-1.0,5.0,0.0,0,1008.0,1008.0,910.5163887503037,Y1
1.0,1.0,2.0,1.0,2.0,0.0,0.0,11.0,0.0,0,907.0,907.0,896.5988069166419,Y1
1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,1,943.0,938.0584820066214,943.0,Y0
1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1,944.0,897.2238532395455,944.0,Y0
1.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,891.0,891.0,870.8317523058065,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,0.0,0,928.0,928.0,906.321993606943,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,14.0,0.0,1,908.0,882.2030247143201,908.0,Y0
1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0,949.0,949.0,961.5019706692749,Y1
1.0,1.0,2.0,0.0,2.0,1.0,0.0,13.0,1.0,1,939.0,892.2694771773215,939.0,Y0
1.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0,921.0,921.0,939.1229772471767,Y1
1.0,1.0,3.0,1.0,1.0,0.0,-1.0,3.0,0.0,1,980.0,855.3106581398968,980.0,Y0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0,898.0,898.0,885.2527518721643,Y1
0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,1,879.0,952.6674447666425,879.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,0.0,11.0,1.0,1,890.0,949.0494990511704,890.0,Y0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1,807.0,979.1530781453728,807.0,Y0
0.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,0,866.0,866.0,938.5341488314232,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0,978.0,978.0,948.436380072838,Y1
0.0,0.0,2.0,1.0,3.0,1.0,0.0,12.0,0.0,1,865.0,914.7745531714532,865.0,Y0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0,928.0,928.0,950.5843630568462,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,0,876.0,876.0,924.7883128464837,Y1
1.0,0.0,2.0,1.0,1.0,0.0,-1.0,18.0,1.0,0,911.0,911.0,930.7328483128412,Y1
1.0,0.0,6.0,1.0,3.0,0.0,0.0,14.0,0.0,0,852.0,852.0,912.2634459326373,Y1
1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1,821.0,881.0507747337176,821.0,Y0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,1,926.0,912.4197815962058,926.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1,971.0,910.5987233750501,971.0,Y0
1.0,1.0,2.0,0.0,3.0,0.0,0.0,17.0,0.0,0,904.0,904.0,951.3379616224553,Y1
0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,842.0,842.0,962.7540412376143,Y1
1.0,0.0,0.0,1.0,3.0,1.0,0.0,17.0,0.0,1,922.0,892.836410134265,922.0,Y0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,950.0,950.0,993.9277353177708,Y1
1.0,0.0,1.0,0.0,0.0,0.0,3.0,27.0,0.0,0,970.0,970.0,959.1631821486113,Y1
0.0,1.0,3.0,1.0,1.0,0.0,3.0,13.0,0.0,1,901.0,928.4300400173177,901.0,Y0
0.0,0.0,1.0,0.0,3.0,1.0,0.0,17.0,0.0,1,999.0,948.1161228534713,999.0,Y0
1.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0,1020.0,1020.0,902.8757595538007,Y1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0,872.0,872.0,969.8688134300751,Y1
1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1,1004.0,888.2467546065759,1004.0,Y0
1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0,1043.0,1043.0,941.4649844520608,Y1
0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,1,1066.0,938.9073922546987,1066.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0,987.0,987.0,949.915236961627,Y1
0.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0,1010.0,1010.0,935.9148207025585,Y1
1.0,1.0,2.0,1.0,2.0,1.0,0.0,22.0,0.0,0,843.0,843.0,884.8504365778554,Y1
1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1,823.0,905.226024094128,823.0,Y0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,957.0,957.0,987.9049260740983,Y1
1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0,785.0,785.0,926.4559208318152,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0,902.0,902.0,931.4472831595679,Y1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,0,903.0,903.0,918.4168744283512,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0,973.0,973.0,938.1431875667156,Y1
1.0,1.0,3.0,0.0,2.0,0.0,0.0,10.0,1.0,0,984.0,984.0,910.0825751799548,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1,1027.0,955.5620982364123,1027.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,1,924.0,932.1746304653473,924.0,Y0
0.0,0.0,1.0,1.0,0.0,3.0,0.0,10.0,0.0,1,904.0,939.3101989769466,904.0,Y0
0.0,0.0,2.0,0.0,1.0,1.0,0.0,14.0,0.0,0,913.0,913.0,993.6295531672826,Y1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,0.0,0,870.0,870.0,918.4168744283512,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,0,898.0,898.0,931.0888561862444,Y1
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,3.0,0.0,0,899.0,899.0,989.9101321554789,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1,857.0,911.6503095836731,857.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0,847.0,847.0,892.1061973826437,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1,827.0,893.4360597390399,827.0,Y0
0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1,963.0,984.3082873511515,963.0,Y0
0.0,0.0,5.0,0.0,3.0,1.0,0.0,8.0,0.0,0,913.0,913.0,927.7699587502153,Y1
1.0,0.0,2.0,1.0,1.0,2.0,0.0,13.0,0.0,0,924.0,924.0,893.7040068957477,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0,967.0,967.0,934.6322544265715,Y1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1,859.0,935.6086931025061,859.0,Y0
0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,0.0,1,947.0,910.0316354347175,947.0,Y0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0,808.0,808.0,935.7478383074305,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0,889.0,889.0,928.7525796402895,Y1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0,874.0,874.0,930.7914041047483,Y1
0.0,1.0,1.0,1.0,2.0,0.0,-1.0,6.0,1.0,0,933.0,933.0,902.2179721427337,Y1
0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,0.0,0,931.0,931.0,916.4348716211243,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,956.0,956.0,953.8299108700371,Y1
1.0,0.0,4.0,-1.0,0.0,0.0,0.0,19.0,-1.0,1,895.0,1028.1762126534375,895.0,Y0
0.0,1.0,3.0,1.0,2.0,0.0,0.0,20.0,1.0,0,959.0,959.0,870.4097475436097,Y1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,998.0,998.0,921.2672522144316,Y1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0,924.0,924.0,961.3903569943986,Y1
1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0,973.0,973.0,930.2517129296807,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0,1006.0,1006.0,919.7006408445898,Y1
0.0,1.0,0.0,1.0,1.0,0.0,-1.0,18.0,1.0,0,928.0,928.0,914.004823151366,Y1
1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0,918.0,918.0,907.8961271032887,Y1
1.0,1.0,3.0,1.0,2.0,0.0,-1.0,3.0,0.0,1,809.0,846.008228757475,809.0,Y0
1.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,1,1004.0,931.4350314715683,1004.0,Y0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0,927.0,927.0,986.66870700675,Y1
0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,1,897.0,865.0560255998317,897.0,Y0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1112.0,1112.0,962.2783426999353,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,1,928.0,920.084502644515,928.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,-1.0,12.0,1.0,0,863.0,863.0,895.1271415793875,Y1
0.0,0.0,4.0,1.0,0.0,1.0,0.0,8.0,1.0,0,839.0,839.0,906.6293791347515,Y1
0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,1,936.0,943.0089398446337,936.0,Y0
1.0,0.0,2.0,1.0,0.0,2.0,0.0,8.0,0.0,1,851.0,892.6806655108524,851.0,Y0
0.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,832.0,832.0,861.8368825225465,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,923.0,923.0,950.4050550676772,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,0.0,0,1032.0,1032.0,924.460878006417,Y1
1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0,881.0,881.0,1006.4782512031057,Y1
0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,0,906.0,906.0,964.5570140394849,Y1
0.0,1.0,2.0,1.0,2.0,0.0,0.0,20.0,1.0,0,954.0,954.0,886.0505743725163,Y1
1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,893.0,893.0,861.1643301428794,Y1
1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,947.0,947.0,999.8215369064758,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0,921.0,921.0,949.238022838757,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1,1016.0,930.6889758741388,1016.0,Y0
1.0,1.0,3.0,1.0,2.0,1.0,0.0,7.0,0.0,0,910.0,910.0,871.514344091051,Y1
1.0,1.0,7.0,1.0,1.0,1.0,0.0,15.0,1.0,0,892.0,892.0,895.7836075981271,Y1
1.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,0,839.0,839.0,946.1716553543831,Y1
0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,934.0,934.0,962.7540412376143,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,1,937.0,942.8670385670441,937.0,Y0
1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,1026.0,1026.0,993.4986104536509,Y1
0.0,1.0,3.0,0.0,3.0,1.0,0.0,12.0,0.0,0,884.0,884.0,885.3411162936802,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,1,948.0,916.5166563058707,948.0,Y0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,0,1032.0,1032.0,916.5654729224929,Y1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0,1164.0,1164.0,953.9915881205379,Y1
0.0,1.0,3.0,1.0,2.0,1.0,0.0,10.0,1.0,0,828.0,828.0,868.7341946269931,Y1
1.0,0.0,3.0,1.0,0.0,1.0,0.0,11.0,0.0,0,884.0,884.0,889.2679931220875,Y1
0.0,1.0,2.0,1.0,2.0,0.0,0.0,12.0,1.0,0,995.0,995.0,910.5352134379286,Y1
1.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,0,834.0,834.0,892.7169279958796,Y1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,867.0,867.0,982.69603360627,Y1
0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0,940.0,940.0,922.0686323865742,Y1
1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1,854.0,919.7182657490041,854.0,Y0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0,923.0,923.0,936.2747871868447,Y1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1,989.0,944.7011300273947,989.0,Y0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,15.0,-1.0,0,1008.0,1008.0,934.065628178236,Y1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1,996.0,902.7777938987097,996.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0,1.0,0,885.0,885.0,925.9960041542955,Y1
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1,879.0,910.944697766143,879.0,Y0
1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0,860.0,860.0,888.3007416616803,Y1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,17.0,0.0,0,1002.0,1002.0,920.1471226577684,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0,897.0,897.0,928.7525796402895,Y1
0.0,0.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,0,875.0,875.0,913.9808267035648,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,870.0,870.0,953.8299108700371,Y1
0.0,0.0,2.0,1.0,3.0,0.0,0.0,13.0,0.0,0,873.0,873.0,927.6328224240984,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0,929.0,929.0,927.5973390505267,Y1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0,899.0,899.0,912.5939310997768,Y1
0.0,0.0,3.0,0.0,1.0,0.0,1.0,14.0,0.0,0,1113.0,1113.0,996.2092168548123,Y1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0,923.0,923.0,896.3812307138652,Y1
1.0,1.0,1.0,1.0,2.0,0.0,-1.0,2.0,0.0,0,860.0,860.0,855.3266390556319,Y1
1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1,879.0,927.9029035941338,879.0,Y0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0,905.0,905.0,966.1525579958275,Y1
1.0,0.0,3.0,0.0,0.0,0.0,-1.0,9.0,0.0,0,893.0,893.0,890.8205466038024,Y1
1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1,942.0,904.6758918003765,942.0,Y0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0,914.0,914.0,931.1566187312003,Y1
1.0,1.0,3.0,1.0,2.0,1.0,0.0,11.0,1.0,0,862.0,862.0,868.6562194590351,Y1
0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1,836.0,911.1378964909284,836.0,Y0
1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,946.0,946.0,970.8686431412776,Y1
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,909.0,909.0,969.1566939687472,Y1
0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1,841.0,929.4550690720874,841.0,Y0
0.0,1.0,1.0,1.0,2.0,1.0,0.0,15.0,1.0,0,906.0,906.0,921.6287868405469,Y1
0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1,881.0,885.4461490417151,881.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,0,878.0,878.0,943.5605231662839,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0,867.0,867.0,919.7006408445898,Y1
1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0,911.0,911.0,966.4515255381915,Y1
1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0,834.0,834.0,945.5718198546529,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0,1062.0,1062.0,954.103920366036,Y1
0.0,0.0,2.0,1.0,0.0,1.0,3.0,11.0,0.0,0,912.0,912.0,897.9819672437419,Y1
0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0,851.0,851.0,927.8636003518067,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0,863.0,863.0,935.8128958268499,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,11.0,0.0,0,849.0,849.0,924.7883128464837,Y1
1.0,0.0,8.0,1.0,3.0,1.0,0.0,12.0,0.0,1,867.0,880.9944121581061,867.0,Y0
1.0,0.0,3.0,1.0,1.0,1.0,0.0,14.0,0.0,0,964.0,964.0,924.620355881918,Y1
1.0,1.0,3.0,1.0,2.0,0.0,0.0,6.0,0.0,0,839.0,839.0,914.5523276129793,Y1
1.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,1,989.0,947.1664577599169,989.0,Y0
0.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,0,822.0,822.0,895.8226508756717,Y1
0.0,0.0,2.0,0.0,1.0,0.0,0.0,18.0,0.0,0,912.0,912.0,985.1364505160988,Y1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0,943.0,943.0,993.3945139147212,Y1
1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0,896.0,896.0,868.1122422859735,Y1
1.0,0.0,4.0,0.0,1.0,0.0,0.0,15.0,0.0,0,854.0,854.0,971.5103261069688,Y1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0,937.0,937.0,922.8947058988114,Y1
1.0,1.0,3.0,0.0,2.0,0.0,0.0,20.0,1.0,0,967.0,967.0,887.8568599357047,Y1
1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,1000.0,1000.0,867.617255534044,Y1
1.0,1.0,5.0,1.0,2.0,0.0,1.0,9.0,1.0,1,940.0,914.559786862013,940.0,Y0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,1,866.0,932.7339509456392,866.0,Y0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,1012.0,1012.0,921.2672522144316,Y1
