gender_n,ethnicity_n,birth_n,lunchk_n,schoolk_n,degreek_n,ladderk_n,experiencek_n,tethnicityk_n,T,Y_factual,Y0,Y1,which_imputed
0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0,951.0,951.0,820.0,Y1
0.0,1.0,1.0,1.0,2.0,1.0,0.0,10.0,1.0,0,850.0,850.0,844.0,Y1
1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1008.0,862.0,1008.0,Y0
0.0,0.0,3.0,0.0,1.0,0.0,0.0,16.0,0.0,0,915.0,915.0,1050.0,Y1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,1,1067.0,984.0,1067.0,Y0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,846.0,959.0,846.0,Y0
0.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,1.0,0,1034.0,1034.0,890.0,Y1
1.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,0.0,0,914.0,914.0,915.0,Y1
0.0,0.0,2.0,0.0,1.0,1.0,0.0,14.0,1.0,1,947.0,917.0,947.0,Y0
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,1,898.0,897.0,898.0,Y0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,1,1027.0,949.0,1027.0,Y0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0,953.0,953.0,1083.0,Y1
1.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0,815.0,815.0,784.0,Y1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1,919.0,924.0,919.0,Y0
0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,935.0,935.0,902.0,Y1
0.0,1.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,1,1001.0,1044.0,1001.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,1.0,0,1008.0,1008.0,857.0,Y1
1.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,875.0,875.0,916.0,Y1
0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1,904.0,945.0,904.0,Y0
0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1,1091.0,986.0,1091.0,Y0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0,936.0,936.0,1028.0,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0,847.0,847.0,906.0,Y1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,0,970.0,970.0,842.0,Y1
1.0,0.0,2.0,0.0,3.0,0.0,0.0,11.0,0.0,0,961.0,961.0,820.0,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,0,942.0,942.0,948.0,Y1
1.0,0.0,1.0,0.0,1.0,0.0,-1.0,5.0,0.0,1,901.0,850.0,901.0,Y0
1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,855.0,855.0,893.0,Y1
1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0,895.0,895.0,916.0,Y1
0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,1,899.0,1017.0,899.0,Y0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0,987.0,987.0,916.0,Y1
1.0,0.0,3.0,0.0,0.0,0.0,-1.0,5.0,0.0,0,1008.0,1008.0,931.0,Y1
1.0,1.0,2.0,1.0,2.0,0.0,0.0,11.0,0.0,0,907.0,907.0,962.0,Y1
1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,1,943.0,947.0,943.0,Y0
1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1,944.0,933.0,944.0,Y0
1.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,891.0,891.0,916.0,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,0.0,0,928.0,928.0,896.0,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,14.0,0.0,1,908.0,917.0,908.0,Y0
1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0,949.0,949.0,979.0,Y1
1.0,1.0,2.0,0.0,2.0,1.0,0.0,13.0,1.0,1,939.0,872.0,939.0,Y0
1.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0,921.0,921.0,976.0,Y1
1.0,1.0,3.0,1.0,1.0,0.0,-1.0,3.0,0.0,1,980.0,883.0,980.0,Y0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0,898.0,898.0,952.0,Y1
0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,1,879.0,906.0,879.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,0.0,11.0,1.0,1,890.0,885.0,890.0,Y0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1,807.0,1005.0,807.0,Y0
0.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,0,866.0,866.0,881.0,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0,978.0,978.0,1015.0,Y1
0.0,0.0,2.0,1.0,3.0,1.0,0.0,12.0,0.0,1,865.0,887.0,865.0,Y0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0,928.0,928.0,914.0,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,0,876.0,876.0,891.0,Y1
1.0,0.0,2.0,1.0,1.0,0.0,-1.0,18.0,1.0,0,911.0,911.0,903.0,Y1
1.0,0.0,6.0,1.0,3.0,0.0,0.0,14.0,0.0,0,852.0,852.0,837.0,Y1
1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1,821.0,906.0,821.0,Y0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,1,926.0,871.0,926.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1,971.0,863.0,971.0,Y0
1.0,1.0,2.0,0.0,3.0,0.0,0.0,17.0,0.0,0,904.0,904.0,883.0,Y1
0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,842.0,842.0,927.0,Y1
1.0,0.0,0.0,1.0,3.0,1.0,0.0,17.0,0.0,1,922.0,809.0,922.0,Y0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,950.0,950.0,1033.0,Y1
1.0,0.0,1.0,0.0,0.0,0.0,3.0,27.0,0.0,0,970.0,970.0,1026.0,Y1
0.0,1.0,3.0,1.0,1.0,0.0,3.0,13.0,0.0,1,901.0,994.0,901.0,Y0
0.0,0.0,1.0,0.0,3.0,1.0,0.0,17.0,0.0,1,999.0,1056.0,999.0,Y0
1.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0,1020.0,1020.0,870.0,Y1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0,872.0,872.0,1021.0,Y1
1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1,1004.0,879.0,1004.0,Y0
1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0,1043.0,1043.0,1022.0,Y1
0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,1,1066.0,857.0,1066.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0,987.0,987.0,867.0,Y1
0.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0,1010.0,1010.0,924.0,Y1
1.0,1.0,2.0,1.0,2.0,1.0,0.0,22.0,0.0,0,843.0,843.0,916.0,Y1
1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1,823.0,870.0,823.0,Y0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,957.0,957.0,1043.0,Y1
1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0,785.0,785.0,857.0,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0,902.0,902.0,827.0,Y1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,0,903.0,903.0,954.0,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0,973.0,973.0,881.0,Y1
1.0,1.0,3.0,0.0,2.0,0.0,0.0,10.0,1.0,0,984.0,984.0,956.0,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1,1027.0,918.0,1027.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,1,924.0,892.0,924.0,Y0
0.0,0.0,1.0,1.0,0.0,3.0,0.0,10.0,0.0,1,904.0,1008.0,904.0,Y0
0.0,0.0,2.0,0.0,1.0,1.0,0.0,14.0,0.0,0,913.0,913.0,992.0,Y1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,0.0,0,870.0,870.0,947.0,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,0,898.0,898.0,876.0,Y1
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,3.0,0.0,0,899.0,899.0,942.0,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1,857.0,919.0,857.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0,847.0,847.0,879.0,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1,827.0,902.0,827.0,Y0
0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1,963.0,976.0,963.0,Y0
0.0,0.0,5.0,0.0,3.0,1.0,0.0,8.0,0.0,0,913.0,913.0,917.0,Y1
1.0,0.0,2.0,1.0,1.0,2.0,0.0,13.0,0.0,0,924.0,924.0,851.0,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0,967.0,967.0,1053.0,Y1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1,859.0,903.0,859.0,Y0
0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,0.0,1,947.0,870.0,947.0,Y0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0,808.0,808.0,876.0,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0,889.0,889.0,898.0,Y1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0,874.0,874.0,959.0,Y1
0.0,1.0,1.0,1.0,2.0,0.0,-1.0,6.0,1.0,0,933.0,933.0,920.0,Y1
0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,0.0,0,931.0,931.0,842.0,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,956.0,956.0,929.0,Y1
1.0,0.0,4.0,-1.0,0.0,0.0,0.0,19.0,-1.0,1,895.0,930.0,895.0,Y0
0.0,1.0,3.0,1.0,2.0,0.0,0.0,20.0,1.0,0,959.0,959.0,857.0,Y1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,998.0,998.0,997.0,Y1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0,924.0,924.0,919.0,Y1
1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0,973.0,973.0,896.0,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0,1006.0,1006.0,868.0,Y1
0.0,1.0,0.0,1.0,1.0,0.0,-1.0,18.0,1.0,0,928.0,928.0,877.0,Y1
1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0,918.0,918.0,896.0,Y1
1.0,1.0,3.0,1.0,2.0,0.0,-1.0,3.0,0.0,1,809.0,870.0,809.0,Y0
1.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,1,1004.0,973.0,1004.0,Y0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0,927.0,927.0,998.0,Y1
0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,1,897.0,854.0,897.0,Y0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1112.0,1112.0,874.0,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,1,928.0,988.0,928.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,-1.0,12.0,1.0,0,863.0,863.0,920.0,Y1
0.0,0.0,4.0,1.0,0.0,1.0,0.0,8.0,1.0,0,839.0,839.0,1024.0,Y1
0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,1,936.0,821.0,936.0,Y0
1.0,0.0,2.0,1.0,0.0,2.0,0.0,8.0,0.0,1,851.0,891.0,851.0,Y0
0.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,832.0,832.0,940.0,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,923.0,923.0,939.0,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,0.0,0,1032.0,1032.0,994.0,Y1
1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0,881.0,881.0,974.0,Y1
0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,0,906.0,906.0,926.0,Y1
0.0,1.0,2.0,1.0,2.0,0.0,0.0,20.0,1.0,0,954.0,954.0,872.0,Y1
1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,893.0,893.0,891.0,Y1
1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,947.0,947.0,874.0,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0,921.0,921.0,756.0,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1,1016.0,847.0,1016.0,Y0
1.0,1.0,3.0,1.0,2.0,1.0,0.0,7.0,0.0,0,910.0,910.0,947.0,Y1
1.0,1.0,7.0,1.0,1.0,1.0,0.0,15.0,1.0,0,892.0,892.0,854.0,Y1
1.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,0,839.0,839.0,784.0,Y1
0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,934.0,934.0,927.0,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,1,937.0,980.0,937.0,Y0
1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,1026.0,1026.0,893.0,Y1
0.0,1.0,3.0,0.0,3.0,1.0,0.0,12.0,0.0,0,884.0,884.0,876.0,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,1,948.0,831.0,948.0,Y0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,0,1032.0,1032.0,881.0,Y1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0,1164.0,1164.0,1072.0,Y1
0.0,1.0,3.0,1.0,2.0,1.0,0.0,10.0,1.0,0,828.0,828.0,873.0,Y1
1.0,0.0,3.0,1.0,0.0,1.0,0.0,11.0,0.0,0,884.0,884.0,981.0,Y1
0.0,1.0,2.0,1.0,2.0,0.0,0.0,12.0,1.0,0,995.0,995.0,842.0,Y1
1.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,0,834.0,834.0,962.0,Y1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,867.0,867.0,1104.0,Y1
0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0,940.0,940.0,840.0,Y1
1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1,854.0,930.0,854.0,Y0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0,923.0,923.0,964.0,Y1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1,989.0,934.0,989.0,Y0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,15.0,-1.0,0,1008.0,1008.0,910.0,Y1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1,996.0,872.0,996.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0,1.0,0,885.0,885.0,890.0,Y1
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1,879.0,847.0,879.0,Y0
1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0,860.0,860.0,914.0,Y1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,17.0,0.0,0,1002.0,1002.0,1004.0,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0,897.0,897.0,898.0,Y1
0.0,0.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,0,875.0,875.0,902.0,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,870.0,870.0,929.0,Y1
0.0,0.0,2.0,1.0,3.0,0.0,0.0,13.0,0.0,0,873.0,873.0,989.0,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0,929.0,929.0,876.0,Y1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0,899.0,899.0,821.0,Y1
0.0,0.0,3.0,0.0,1.0,0.0,1.0,14.0,0.0,0,1113.0,1113.0,1050.0,Y1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0,923.0,923.0,954.0,Y1
1.0,1.0,1.0,1.0,2.0,0.0,-1.0,2.0,0.0,0,860.0,860.0,831.0,Y1
1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1,879.0,933.0,879.0,Y0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0,905.0,905.0,1059.0,Y1
1.0,0.0,3.0,0.0,0.0,0.0,-1.0,9.0,0.0,0,893.0,893.0,889.0,Y1
1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1,942.0,937.0,942.0,Y0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0,914.0,914.0,908.0,Y1
1.0,1.0,3.0,1.0,2.0,1.0,0.0,11.0,1.0,0,862.0,862.0,968.0,Y1
0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1,836.0,895.0,836.0,Y0
1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,946.0,946.0,933.0,Y1
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,909.0,909.0,991.0,Y1
0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1,841.0,986.0,841.0,Y0
0.0,1.0,1.0,1.0,2.0,1.0,0.0,15.0,1.0,0,906.0,906.0,1164.0,Y1
0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1,881.0,866.0,881.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,0,878.0,878.0,879.0,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0,867.0,867.0,868.0,Y1
1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0,911.0,911.0,986.0,Y1
1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0,834.0,834.0,960.0,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0,1062.0,1062.0,886.0,Y1
0.0,0.0,2.0,1.0,0.0,1.0,3.0,11.0,0.0,0,912.0,912.0,842.0,Y1
0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0,851.0,851.0,923.0,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0,863.0,863.0,957.0,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,11.0,0.0,0,849.0,849.0,891.0,Y1
1.0,0.0,8.0,1.0,3.0,1.0,0.0,12.0,0.0,1,867.0,904.0,867.0,Y0
1.0,0.0,3.0,1.0,1.0,1.0,0.0,14.0,0.0,0,964.0,964.0,934.0,Y1
1.0,1.0,3.0,1.0,2.0,0.0,0.0,6.0,0.0,0,839.0,839.0,1065.0,Y1
1.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,1,989.0,1010.0,989.0,Y0
0.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,0,822.0,822.0,1006.0,Y1
0.0,0.0,2.0,0.0,1.0,0.0,0.0,18.0,0.0,0,912.0,912.0,971.0,Y1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0,943.0,943.0,984.0,Y1
1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0,896.0,896.0,927.0,Y1
1.0,0.0,4.0,0.0,1.0,0.0,0.0,15.0,0.0,0,854.0,854.0,940.0,Y1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0,937.0,937.0,1098.0,Y1
1.0,1.0,3.0,0.0,2.0,0.0,0.0,20.0,1.0,0,967.0,967.0,884.0,Y1
1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,1000.0,1000.0,891.0,Y1
1.0,1.0,5.0,1.0,2.0,0.0,1.0,9.0,1.0,1,940.0,1007.0,940.0,Y0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,1,866.0,879.0,866.0,Y0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,1012.0,1012.0,997.0,Y1
0.0,1.0,2.0,1.0,1.0,0.0,-1.0,4.0,0.0,0,896.0,896.0,1068.0,Y1
0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0,939.0,939.0,900.0,Y1
1.0,1.0,2.0,0.0,1.0,0.0,0.0,16.0,1.0,1,947.0,1015.0,947.0,Y0
0.0,0.0,2.0,0.0,1.0,1.0,0.0,13.0,0.0,0,921.0,921.0,931.0,Y1
1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0,879.0,879.0,1004.0,Y1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1,962.0,981.0,962.0,Y0
0.0,1.0,0.0,0.0,3.0,2.0,0.0,13.0,0.0,0,872.0,872.0,993.0,Y1
0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0,962.0,962.0,971.0,Y1
0.0,1.0,3.0,0.0,2.0,0.0,0.0,9.0,1.0,0,857.0,857.0,890.0,Y1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0,1022.0,1022.0,1124.0,Y1
1.0,1.0,3.0,1.0,1.0,0.0,0.0,12.0,1.0,1,1046.0,1019.0,1046.0,Y0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0,850.0,850.0,1012.0,Y1
0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1,913.0,966.0,913.0,Y0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0,960.0,960.0,1013.0,Y1
0.0,1.0,1.0,1.0,2.0,0.0,-1.0,2.0,0.0,0,854.0,854.0,858.0,Y1
1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,1,923.0,997.0,923.0,Y0
