gender_n,ethnicity_n,birth_n,lunchk_n,schoolk_n,degreek_n,ladderk_n,experiencek_n,tethnicityk_n,T,Y_factual,Y0,Y1,which_imputed
0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0,925.0,925.0,967.9688351935968,Y1
1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1,857.0,825.2121733180435,857.0,Y0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0,856.0,856.0,866.9374623157058,Y1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1,848.0,815.8171115239552,848.0,Y0
1.0,1.0,1.0,1.0,3.0,0.0,-1.0,11.0,0.0,0,887.0,887.0,829.8823751501859,Y1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,934.0,934.0,922.4063787824043,Y1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,1017.0,956.5152909715001,1017.0,Y0
0.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,1,904.0,914.6915191391226,904.0,Y0
1.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,0.0,1,945.0,903.5101083956687,945.0,Y0
1.0,0.0,4.0,0.0,3.0,2.0,0.0,12.0,0.0,1,1052.0,989.681945101006,1052.0,Y0
0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0,951.0,951.0,990.2110696291759,Y1
0.0,1.0,1.0,1.0,2.0,1.0,0.0,10.0,1.0,0,850.0,850.0,825.8545315524543,Y1
1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1008.0,936.909528985114,1008.0,Y0
0.0,0.0,3.0,0.0,1.0,0.0,0.0,16.0,0.0,0,915.0,915.0,936.5984566783535,Y1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,1,1067.0,1019.8249241463988,1067.0,Y0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,846.0,785.5693194915413,846.0,Y0
0.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,1.0,0,1034.0,1034.0,1023.6543139925141,Y1
1.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,0.0,0,914.0,914.0,940.9427205662032,Y1
0.0,0.0,2.0,0.0,1.0,1.0,0.0,14.0,1.0,1,947.0,924.6318710269989,947.0,Y0
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,1,898.0,889.9704504606236,898.0,Y0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,1,1027.0,1001.0446007473023,1027.0,Y0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0,953.0,953.0,964.1203256011379,Y1
1.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0,815.0,815.0,830.7953795842435,Y1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1,919.0,910.6247775465233,919.0,Y0
0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,935.0,935.0,915.7681753725317,Y1
0.0,1.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,1,1001.0,1006.1262659673164,1001.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,1.0,0,1008.0,1008.0,987.4844608285892,Y1
1.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,875.0,875.0,866.8424224657804,Y1
0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1,904.0,901.9435429499287,904.0,Y0
0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1,1091.0,1096.4922650039177,1091.0,Y0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0,936.0,936.0,948.4732422051045,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0,847.0,847.0,868.1538708207235,Y1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,0,970.0,970.0,980.5418892517179,Y1
1.0,0.0,2.0,0.0,3.0,0.0,0.0,11.0,0.0,0,961.0,961.0,952.3048714877231,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,0,942.0,942.0,951.2772880258956,Y1
1.0,0.0,1.0,0.0,1.0,0.0,-1.0,5.0,0.0,1,901.0,908.960494353931,901.0,Y0
1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,855.0,855.0,943.6859434279332,Y1
1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0,895.0,895.0,923.1402670291227,Y1
0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,1,899.0,880.7059391278467,899.0,Y0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0,987.0,987.0,997.5448258123123,Y1
1.0,0.0,3.0,0.0,0.0,0.0,-1.0,5.0,0.0,0,1008.0,1008.0,1004.0818474163416,Y1
1.0,1.0,2.0,1.0,2.0,0.0,0.0,11.0,0.0,0,907.0,907.0,917.7298620814717,Y1
1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,1,943.0,918.5330269885574,943.0,Y0
1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1,944.0,937.4193765455949,944.0,Y0
1.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,891.0,891.0,882.8424224657804,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,0.0,0,928.0,928.0,944.4842223428707,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,14.0,0.0,1,908.0,876.1804562323344,908.0,Y0
1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0,949.0,949.0,994.5142871062271,Y1
1.0,1.0,2.0,0.0,2.0,1.0,0.0,13.0,1.0,1,939.0,934.7046450438145,939.0,Y0
1.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0,921.0,921.0,944.8423307471658,Y1
1.0,1.0,3.0,1.0,1.0,0.0,-1.0,3.0,0.0,1,980.0,905.107450808258,980.0,Y0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0,898.0,898.0,900.8924516000221,Y1
0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,1,879.0,927.5159834429555,879.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,0.0,11.0,1.0,1,890.0,900.0937353872266,890.0,Y0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1,807.0,841.3544850099654,807.0,Y0
0.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,0,866.0,866.0,916.8099783912268,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0,978.0,978.0,987.7970276275485,Y1
0.0,0.0,2.0,1.0,3.0,1.0,0.0,12.0,0.0,1,865.0,873.0615089342905,865.0,Y0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0,928.0,928.0,960.0188864799247,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,0,876.0,876.0,883.3050130252085,Y1
1.0,0.0,2.0,1.0,1.0,0.0,-1.0,18.0,1.0,0,911.0,911.0,943.557383566775,Y1
1.0,0.0,6.0,1.0,3.0,0.0,0.0,14.0,0.0,0,852.0,852.0,841.2706381420475,Y1
1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1,821.0,813.6417335181332,821.0,Y0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,1,926.0,912.6495067540455,926.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1,971.0,977.9578533930099,971.0,Y0
1.0,1.0,2.0,0.0,3.0,0.0,0.0,17.0,0.0,0,904.0,904.0,936.3277556772957,Y1
0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,842.0,842.0,894.6519690549345,Y1
1.0,0.0,0.0,1.0,3.0,1.0,0.0,17.0,0.0,1,922.0,883.8981587292963,922.0,Y0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,950.0,950.0,1011.2287740079934,Y1
1.0,0.0,1.0,0.0,0.0,0.0,3.0,27.0,0.0,0,970.0,970.0,1005.8137104936882,Y1
0.0,1.0,3.0,1.0,1.0,0.0,3.0,13.0,0.0,1,901.0,934.8287782852801,901.0,Y0
0.0,0.0,1.0,0.0,3.0,1.0,0.0,17.0,0.0,1,999.0,955.6016856706096,999.0,Y0
1.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0,1020.0,1020.0,943.1208615677695,Y1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0,872.0,872.0,902.5267677576575,Y1
1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1,1004.0,933.568599265168,1004.0,Y0
1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0,1043.0,1043.0,1039.5801003986953,Y1
0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,1,1066.0,1058.4012033421686,1066.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0,987.0,987.0,1003.4082056610581,Y1
0.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0,1010.0,1010.0,996.8890302962375,Y1
1.0,1.0,2.0,1.0,2.0,1.0,0.0,22.0,0.0,0,843.0,843.0,841.7380793209209,Y1
1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1,823.0,749.2749133912882,823.0,Y0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,957.0,957.0,983.7477564850865,Y1
1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0,785.0,785.0,816.7878266819565,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0,902.0,902.0,953.2524315496864,Y1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,0,903.0,903.0,923.5904803792027,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0,973.0,973.0,987.3922900046724,Y1
1.0,1.0,3.0,0.0,2.0,0.0,0.0,10.0,1.0,0,984.0,984.0,961.6735403329894,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1,1027.0,1012.8691867463641,1027.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,1,924.0,908.1895440533447,924.0,Y0
0.0,0.0,1.0,1.0,0.0,3.0,0.0,10.0,0.0,1,904.0,913.9096253560607,904.0,Y0
0.0,0.0,2.0,0.0,1.0,1.0,0.0,14.0,0.0,0,913.0,913.0,942.3505905209372,Y1
0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,0.0,0,870.0,870.0,878.9827391446702,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,0,898.0,898.0,901.4295721386655,Y1
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,3.0,0.0,0,899.0,899.0,943.2068449180865,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1,857.0,808.9885065063525,857.0,Y0
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0,847.0,847.0,826.4434024806992,Y1
1.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1,827.0,775.7475684503136,827.0,Y0
0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1,963.0,1010.8661722873258,963.0,Y0
0.0,0.0,5.0,0.0,3.0,1.0,0.0,8.0,0.0,0,913.0,913.0,913.6344073821087,Y1
1.0,0.0,2.0,1.0,1.0,2.0,0.0,13.0,0.0,0,924.0,924.0,948.7757706490319,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0,967.0,967.0,952.1737792351768,Y1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1,859.0,851.269693750453,859.0,Y0
0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,0.0,1,947.0,938.0172608553298,947.0,Y0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0,808.0,808.0,821.6358760081428,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0,889.0,889.0,897.0295495393764,Y1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0,874.0,874.0,900.4963250080748,Y1
0.0,1.0,1.0,1.0,2.0,0.0,-1.0,6.0,1.0,0,933.0,933.0,934.8897394502077,Y1
0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,0.0,0,931.0,931.0,875.8147129206295,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,956.0,956.0,988.8548544356473,Y1
1.0,0.0,4.0,-1.0,0.0,0.0,0.0,19.0,-1.0,1,895.0,1013.1889239547088,895.0,Y0
0.0,1.0,3.0,1.0,2.0,0.0,0.0,20.0,1.0,0,959.0,959.0,888.8116703629803,Y1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,998.0,998.0,1027.4737978176045,Y1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0,924.0,924.0,932.3752224534767,Y1
1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0,973.0,973.0,985.2455221934923,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0,1006.0,1006.0,994.5031836755848,Y1
0.0,1.0,0.0,1.0,1.0,0.0,-1.0,18.0,1.0,0,928.0,928.0,951.3925699405711,Y1
1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0,918.0,918.0,899.3096794824603,Y1
1.0,1.0,3.0,1.0,2.0,0.0,-1.0,3.0,0.0,1,809.0,766.9741923028794,809.0,Y0
1.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,1,1004.0,993.4539000375534,1004.0,Y0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0,927.0,927.0,969.145072881224,Y1
0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,1,897.0,840.0224105170322,897.0,Y0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1112.0,1112.0,1127.6014237593795,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,1,928.0,910.849486920494,928.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,-1.0,12.0,1.0,0,863.0,863.0,845.5788474052933,Y1
0.0,0.0,4.0,1.0,0.0,1.0,0.0,8.0,1.0,0,839.0,839.0,855.6236687078103,Y1
0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,0.0,1,936.0,953.7439935767022,936.0,Y0
1.0,0.0,2.0,1.0,0.0,2.0,0.0,8.0,0.0,1,851.0,838.4352381541132,851.0,Y0
0.0,1.0,3.0,1.0,2.0,1.0,0.0,22.0,0.0,0,832.0,832.0,822.0987174812454,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,923.0,923.0,938.7626565767072,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,0.0,0,1032.0,1032.0,1049.708889596341,Y1
1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0,881.0,881.0,992.9230670697777,Y1
0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,0.0,0,906.0,906.0,952.163534912791,Y1
0.0,1.0,2.0,1.0,2.0,0.0,0.0,20.0,1.0,0,954.0,954.0,885.0473067635833,Y1
1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,893.0,893.0,875.6807246593924,Y1
1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0,947.0,947.0,979.9277421184149,Y1
0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0,921.0,921.0,966.2665686526802,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1,1016.0,969.0266147102582,1016.0,Y0
1.0,1.0,3.0,1.0,2.0,1.0,0.0,7.0,0.0,0,910.0,910.0,924.6197638011537,Y1
1.0,1.0,7.0,1.0,1.0,1.0,0.0,15.0,1.0,0,892.0,892.0,898.1869632672275,Y1
1.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,0,839.0,839.0,892.8389306752373,Y1
0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,934.0,934.0,986.6519690549345,Y1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,1,937.0,940.5336686561387,937.0,Y0
1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,1026.0,1026.0,1114.6859434279334,Y1
0.0,1.0,3.0,0.0,3.0,1.0,0.0,12.0,0.0,0,884.0,884.0,875.6080184527627,Y1
1.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,1,948.0,941.8612656594936,948.0,Y0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,0,1032.0,1032.0,994.6315915797062,Y1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0,1164.0,1164.0,1181.8616123794188,Y1
0.0,1.0,3.0,1.0,2.0,1.0,0.0,10.0,1.0,0,828.0,828.0,806.0000004985726,Y1
1.0,0.0,3.0,1.0,0.0,1.0,0.0,11.0,0.0,0,884.0,884.0,891.1979330491583,Y1
0.0,1.0,2.0,1.0,2.0,0.0,0.0,12.0,1.0,0,995.0,995.0,985.4653785921276,Y1
1.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,0,834.0,834.0,848.3479012742148,Y1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,867.0,867.0,938.7544686980798,Y1
0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0,940.0,940.0,916.7567582072606,Y1
1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1,854.0,886.78053936935,854.0,Y0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0,923.0,923.0,929.4120502760576,Y1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1,989.0,950.1071435881388,989.0,Y0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,15.0,-1.0,0,1008.0,1008.0,958.1845905989887,Y1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1,996.0,925.794448653634,996.0,Y0
0.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0,1.0,0,885.0,885.0,900.5137096173004,Y1
0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1,879.0,899.5565975193008,879.0,Y0
1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0,860.0,860.0,839.8086620827714,Y1
1.0,2.0,2.0,0.0,1.0,0.0,0.0,17.0,0.0,0,1002.0,1002.0,992.7822356599414,Y1
0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0,897.0,897.0,905.0295495393764,Y1
0.0,0.0,2.0,1.0,2.0,0.0,0.0,9.0,0.0,0,875.0,875.0,883.9336433276839,Y1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,870.0,870.0,902.8548544356473,Y1
0.0,0.0,2.0,1.0,3.0,0.0,0.0,13.0,0.0,0,873.0,873.0,883.0722670779414,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0,929.0,929.0,936.3086993759055,Y1
1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0,899.0,899.0,888.3877250461867,Y1
0.0,0.0,3.0,0.0,1.0,0.0,1.0,14.0,0.0,0,1113.0,1113.0,1155.3439323598136,Y1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0,923.0,923.0,906.9141966916321,Y1
1.0,1.0,1.0,1.0,2.0,0.0,-1.0,2.0,0.0,0,860.0,860.0,854.1822304383473,Y1
1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1,879.0,897.3056831879821,879.0,Y0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0,905.0,905.0,955.2780471106333,Y1
1.0,0.0,3.0,0.0,0.0,0.0,-1.0,9.0,0.0,0,893.0,893.0,867.1078151686562,Y1
1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1,942.0,868.5836401994666,942.0,Y0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0,914.0,914.0,920.8339135086463,Y1
1.0,1.0,3.0,1.0,2.0,1.0,0.0,11.0,1.0,0,862.0,862.0,855.1040867809339,Y1
0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1,836.0,853.4674315596734,836.0,Y0
1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,946.0,946.0,1010.5322061667724,Y1
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,909.0,909.0,969.1899535213886,Y1
0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1,841.0,843.3617908645014,841.0,Y0
0.0,1.0,1.0,1.0,2.0,1.0,0.0,15.0,1.0,0,906.0,906.0,926.7012376180197,Y1
0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1,881.0,810.2803367661108,881.0,Y0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,0,878.0,878.0,886.0282938068814,Y1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0,867.0,867.0,855.5031836755848,Y1
1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0,911.0,911.0,992.8990288385232,Y1
1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0,834.0,834.0,892.5342252593902,Y1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0,1062.0,1062.0,1052.9156711289645,Y1
0.0,0.0,2.0,1.0,0.0,1.0,3.0,11.0,0.0,0,912.0,912.0,857.1156370918146,Y1
0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0,851.0,851.0,835.7920630061947,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0,863.0,863.0,891.9097671154705,Y1
1.0,0.0,3.0,0.0,0.0,1.0,0.0,11.0,0.0,0,849.0,849.0,858.2403518776066,Y1
1.0,0.0,8.0,1.0,3.0,1.0,0.0,12.0,0.0,1,867.0,879.9634357624869,867.0,Y0
1.0,0.0,3.0,1.0,1.0,1.0,0.0,14.0,0.0,0,964.0,964.0,992.5519717572631,Y1
1.0,1.0,3.0,1.0,2.0,0.0,0.0,6.0,0.0,0,839.0,839.0,895.6095447116654,Y1
1.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,1,989.0,990.7029255774488,989.0,Y0
0.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,0,822.0,822.0,846.2803378824884,Y1
0.0,0.0,2.0,0.0,1.0,0.0,0.0,18.0,0.0,0,912.0,912.0,952.1750175515492,Y1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0,943.0,943.0,969.606308364612,Y1
1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0,896.0,896.0,880.8905258204313,Y1
1.0,0.0,4.0,0.0,1.0,0.0,0.0,15.0,0.0,0,854.0,854.0,881.2600761801762,Y1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0,937.0,937.0,927.844738659541,Y1
1.0,1.0,3.0,0.0,2.0,0.0,0.0,20.0,1.0,0,967.0,967.0,888.7618293206855,Y1
1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0,1000.0,1000.0,970.8835389669979,Y1
1.0,1.0,5.0,1.0,2.0,0.0,1.0,9.0,1.0,1,940.0,921.4811076367649,940.0,Y0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,1,866.0,854.7004970648653,866.0,Y0
