age,education,black,hispanic,married,nodegree,re74,re75,T,Y_factual,Y0,Y1,which_imputed
27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,1,0.0,4812.576,0.0,Y0
18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,1,4321.705,0.0,4321.705,Y0
27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1,1773.423,4715.371,1773.423,Y0
22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,1,0.0,439.6881,0.0,Y0
23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,1,11233.26,0.0,11233.26,Y0
23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,1,559.4432,7078.178,559.4432,Y0
20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1,1085.44,0.0,1085.44,Y0
17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,1,5445.2,3590.702,5445.2,Y0
28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,1,60307.93,5767.133,60307.93,Y0
26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1,1460.36,44.75546,1460.36,Y0
20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,1,6943.342,284.6584,6943.342,Y0
24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,1,4032.708,44.75546,4032.708,Y0
31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,1,10363.27,9378.653,10363.27,Y0
23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,1,4232.309,10569.27,4232.309,Y0
18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,1,11141.39,0.0,11141.39,Y0
29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,1,0.0,1720.907,0.0,Y0
26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,1,13385.86,10361.69,13385.86,Y0
24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,1,4849.559,0.0,4849.559,Y0
25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,1,0.0,1720.907,0.0,Y0
24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1,1660.508,39483.53,1660.508,Y0
46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,1,0.0,4844.803,0.0,Y0
31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,1,2484.549,0.0,2484.549,Y0
19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,1,4146.603,9772.283,4146.603,Y0
19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,1,9970.681,0.0,9970.681,Y0
27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,1,0.0,0.0,0.0,Y0
26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,1,26372.28,0.0,26372.28,Y0
20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,1,5615.189,39483.53,5615.189,Y0
28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,1,3196.571,9378.653,3196.571,Y0
24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,1,6167.681,1720.907,6167.681,Y0
19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,1,7535.942,0.0,7535.942,Y0
23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,1,8484.239,439.6881,8484.239,Y0
42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1,1294.409,0.0,1294.409,Y0
25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,1,0.0,1720.907,0.0,Y0
18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,1,5010.342,0.0,5010.342,Y0
21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,1,9371.037,1720.907,9371.037,Y0
27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,1,0.0,5344.021,0.0,Y0
21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,1,4279.613,0.0,4279.613,Y0
22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,1,3462.564,5344.021,3462.564,Y0
31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,1,7382.549,0.0,7382.549,Y0
24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,1,0.0,4974.586,0.0,Y0
29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,1,0.0,9378.653,0.0,Y0
29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,1,10976.51,4779.72,10976.51,Y0
19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,1,13829.62,1740.199,13829.62,Y0
19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,1,6788.463,4485.616,6788.463,Y0
31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,1,9558.501,0.0,9558.501,Y0
22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,1,13228.28,0.0,13228.28,Y0
21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,1,743.6666,0.0,743.6666,Y0
17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,1,5522.788,0.0,5522.788,Y0
26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1,1424.944,12780.02,1424.944,Y0
20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1,1358.643,11306.27,1358.643,Y0
19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,1,0.0,0.0,0.0,Y0
26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,1,672.8773,0.0,672.8773,Y0
28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,1,0.0,10274.84,0.0,Y0
22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,1,10092.83,6735.32,10092.83,Y0
33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,1,6281.433,7565.273,6281.433,Y0
22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,1,12590.71,4812.576,12590.71,Y0
29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,1,5112.014,20857.84,5112.014,Y0
33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,1,15952.6,499.2572,15952.6,Y0
25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,1,36646.95,499.2572,36646.95,Y0
35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,1,12803.97,12359.31,12803.97,Y0
35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,1,3786.628,7343.964,3786.628,Y0
33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,1,4181.942,7343.964,4181.942,Y0
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,7693.4,Y1
26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12383.68,12383.68,5587.503,Y1
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,4056.494,Y1
18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,10740.08,10740.08,4482.845,Y1
45.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,11796.47,11796.47,0.0,Y1
18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,9227.052,9227.052,4482.845,Y1
24.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10569.27,10569.27,0.0,Y1
34.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0,6040.335,6040.335,9930.046,Y1
24.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0,3880.833,3880.833,3881.284,Y1
36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,4666.236,Y1
21.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5775.062,5775.062,17094.64,Y1
28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,10694.29,Y1
27.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1773.423,Y1
19.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1048.432,Y1
20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Y1
34.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2113.722,2113.722,24909.45,Y1
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7618.639,7618.639,0.0,Y1
22.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0,9920.945,9920.945,3881.284,Y1
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4196.375,4196.375,9897.049,Y1
39.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1067.506,Y1
19.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0,16658.25,16658.25,11233.26,Y1
44.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,9722.003,9722.003,0.0,Y1
27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3783.66,3783.66,0.0,Y1
25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3515.929,3515.929,0.0,Y1
31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,17014.59,17014.59,4666.236,Y1
34.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,9930.046,Y1
21.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,3881.284,Y1
33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5970.257,5970.257,24909.45,Y1
18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1859.167,1859.167,6210.67,Y1
26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6191.943,6191.943,5911.551,Y1
31.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7284.394,7284.394,24909.45,Y1
35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,445.8309,445.8309,4666.236,Y1
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Y1
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,9897.049,Y1
25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7367.04,7367.04,0.0,Y1
35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Y1
20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,2015.503,2015.503,3228.503,Y1
25.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0,15791.13,15791.13,3595.894,Y1
27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1135.47,1135.47,9265.788,Y1
20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0,6378.72,6378.72,11142.87,Y1
26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7176.187,7176.187,17230.96,Y1
38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1067.506,Y1
34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7952.54,7952.54,4666.236,Y1
19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2321.107,Y1
32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7152.132,7152.132,289.7899,Y1
20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8329.823,8329.823,3595.894,Y1
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,7693.4,Y1
38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,12429.91,12429.91,4666.236,Y1
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1991.4,Y1
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5088.76,5088.76,0.0,Y1
20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0,4374.04,4374.04,3881.284,Y1
21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1553.291,1553.291,6456.697,Y1
25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Y1
22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1698.304,1698.304,0.0,Y1
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Y1
24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11294.63,11294.63,5587.503,Y1
29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Y1
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,14626.39,14626.39,1991.4,Y1
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0,12898.38,12898.38,4056.494,Y1
28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5767.133,5767.133,7506.146,Y1
18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0,6527.919,6527.919,6210.67,Y1
26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3931.238,3931.238,9265.788,Y1
25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,20942.24,20942.24,0.0,Y1
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Y1
26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,12187.41,Y1
36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,14690.35,14690.35,4666.236,Y1
22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,6456.697,Y1
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3418.097,3418.097,2348.973,Y1
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0,11197.34,11197.34,7506.146,Y1
29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1923.938,Y1
24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4843.176,Y1
22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,7693.4,Y1
24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1455.69,1455.69,0.0,Y1
29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1890.937,1890.937,24909.45,Y1
25.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0,4485.616,4485.616,2787.96,Y1
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,13613.35,13613.35,24909.45,Y1
22.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1390.509,1390.509,0.0,Y1
55.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5843.796,5843.796,6551.592,Y1
20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0,8598.522,8598.522,3228.503,Y1
