dataset,N_train,seeds,c_eps,regime,method,Gamma,mean_EY,sd_EY
N=600,600,5,1.0,uncap,IPW-X-X,1.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,1.5,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,2.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,2.5,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,3.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,4.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,5.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,6.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-X-X,8.0,0.3855,0.2415
N=600,600,5,1.0,uncap,DoublyRobust-X-X,1.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,1.5,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,2.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,2.5,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,3.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,4.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,5.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,6.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-X-X,8.0,0.6425,0.0
N=600,600,5,1.0,uncap,Direct-X-X,1.0,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,1.5,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,2.0,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,2.5,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,3.0,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,4.0,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,5.0,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,6.0,0.1226,0.1001
N=600,600,5,1.0,uncap,Direct-X-X,8.0,0.1226,0.1001
N=600,600,5,1.0,uncap,IPW-O-X,1.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-O-X,1.5,0.3946,0.3152
N=600,600,5,1.0,uncap,IPW-O-X,2.0,0.4957,0.1968
N=600,600,5,1.0,uncap,IPW-O-X,2.5,0.3855,0.1571
N=600,600,5,1.0,uncap,IPW-O-X,3.0,0.3878,0.1564
N=600,600,5,1.0,uncap,IPW-O-X,4.0,0.3329,0.159
N=600,600,5,1.0,uncap,IPW-O-X,5.0,0.2615,0.1142
N=600,600,5,1.0,uncap,IPW-O-X,6.0,0.2615,0.1142
N=600,600,5,1.0,uncap,IPW-O-X,8.0,0.2044,0.0
N=600,600,5,1.0,uncap,DoublyRobust-O-X,1.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-O-X,1.5,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-O-X,2.0,0.574,0.1369
N=600,600,5,1.0,uncap,DoublyRobust-O-X,2.5,0.5957,0.1053
N=600,600,5,1.0,uncap,DoublyRobust-O-X,3.0,0.6119,0.0901
N=600,600,5,1.0,uncap,DoublyRobust-O-X,4.0,0.6545,0.0451
N=600,600,5,1.0,uncap,DoublyRobust-O-X,5.0,0.6753,0.0213
N=600,600,5,1.0,uncap,DoublyRobust-O-X,6.0,0.6841,0.0188
N=600,600,5,1.0,uncap,DoublyRobust-O-X,8.0,0.6961,0.0131
N=600,600,5,1.0,uncap,Hajek-O-X,1.0,0.3855,0.2415
N=600,600,5,1.0,uncap,Hajek-O-X,1.5,0.247,0.1914
N=600,600,5,1.0,uncap,Hajek-O-X,2.0,0.0685,0.1182
N=600,600,5,1.0,uncap,Hajek-O-X,2.5,0.0035,0.007
N=600,600,5,1.0,uncap,Hajek-O-X,3.0,0.0004,0.0008
N=600,600,5,1.0,uncap,Hajek-O-X,4.0,0.0,0.0
N=600,600,5,1.0,uncap,Hajek-O-X,5.0,0.0,0.0
N=600,600,5,1.0,uncap,Hajek-O-X,6.0,0.0,0.0
N=600,600,5,1.0,uncap,Hajek-O-X,8.0,0.0,0.0
N=600,600,5,1.0,uncap,IPW-O-W,1.0,0.3855,0.2415
N=600,600,5,1.0,uncap,IPW-O-W,1.5,0.6731,0.1369
N=600,600,5,1.0,uncap,IPW-O-W,2.0,0.773,0.0098
N=600,600,5,1.0,uncap,IPW-O-W,2.5,0.773,0.0122
N=600,600,5,1.0,uncap,IPW-O-W,3.0,0.7783,0.0418
N=600,600,5,1.0,uncap,IPW-O-W,4.0,0.7926,0.0504
N=600,600,5,1.0,uncap,IPW-O-W,5.0,0.793,0.0499
N=600,600,5,1.0,uncap,IPW-O-W,6.0,0.7828,0.0651
N=600,600,5,1.0,uncap,IPW-O-W,8.0,0.7741,0.0578
N=600,600,5,1.0,uncap,DoublyRobust-O-W,1.0,0.6425,0.0
N=600,600,5,1.0,uncap,DoublyRobust-O-W,1.5,0.6854,0.0526
N=600,600,5,1.0,uncap,DoublyRobust-O-W,2.0,0.8245,0.0155
N=600,600,5,1.0,uncap,DoublyRobust-O-W,2.5,0.8051,0.0262
N=600,600,5,1.0,uncap,DoublyRobust-O-W,3.0,0.7508,0.037
N=600,600,5,1.0,uncap,DoublyRobust-O-W,4.0,0.7661,0.0798
N=600,600,5,1.0,uncap,DoublyRobust-O-W,5.0,0.7794,0.0678
N=600,600,5,1.0,uncap,DoublyRobust-O-W,6.0,0.7919,0.039
N=600,600,5,1.0,uncap,DoublyRobust-O-W,8.0,0.7648,0.0696
N=600,600,5,1.0,cap,IPW-X-X,1.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,1.5,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,2.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,2.5,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,3.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,4.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,5.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,6.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-X-X,8.0,0.3513,0.0913
N=600,600,5,1.0,cap,DoublyRobust-X-X,1.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,1.5,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,2.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,2.5,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,3.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,4.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,5.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,6.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-X-X,8.0,0.7087,0.0718
N=600,600,5,1.0,cap,Direct-X-X,1.0,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,1.5,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,2.0,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,2.5,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,3.0,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,4.0,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,5.0,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,6.0,0.1226,0.1001
N=600,600,5,1.0,cap,Direct-X-X,8.0,0.1226,0.1001
N=600,600,5,1.0,cap,IPW-O-X,1.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-O-X,1.5,0.433,0.1492
N=600,600,5,1.0,cap,IPW-O-X,2.0,0.4673,0.1585
N=600,600,5,1.0,cap,IPW-O-X,2.5,0.3855,0.1571
N=600,600,5,1.0,cap,IPW-O-X,3.0,0.3878,0.1564
N=600,600,5,1.0,cap,IPW-O-X,4.0,0.3329,0.159
N=600,600,5,1.0,cap,IPW-O-X,5.0,0.2615,0.1142
N=600,600,5,1.0,cap,IPW-O-X,6.0,0.2615,0.1142
N=600,600,5,1.0,cap,IPW-O-X,8.0,0.2044,0.0
N=600,600,5,1.0,cap,DoublyRobust-O-X,1.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-O-X,1.5,0.6457,0.1451
N=600,600,5,1.0,cap,DoublyRobust-O-X,2.0,0.52,0.1173
N=600,600,5,1.0,cap,DoublyRobust-O-X,2.5,0.4635,0.0985
N=600,600,5,1.0,cap,DoublyRobust-O-X,3.0,0.4557,0.069
N=600,600,5,1.0,cap,DoublyRobust-O-X,4.0,0.5227,0.0625
N=600,600,5,1.0,cap,DoublyRobust-O-X,5.0,0.5662,0.0423
N=600,600,5,1.0,cap,DoublyRobust-O-X,6.0,0.589,0.0275
N=600,600,5,1.0,cap,DoublyRobust-O-X,8.0,0.5946,0.0242
N=600,600,5,1.0,cap,Hajek-O-X,1.0,0.3513,0.0913
N=600,600,5,1.0,cap,Hajek-O-X,1.5,0.247,0.1914
N=600,600,5,1.0,cap,Hajek-O-X,2.0,0.0685,0.1182
N=600,600,5,1.0,cap,Hajek-O-X,2.5,0.0035,0.007
N=600,600,5,1.0,cap,Hajek-O-X,3.0,0.0004,0.0008
N=600,600,5,1.0,cap,Hajek-O-X,4.0,0.0,0.0
N=600,600,5,1.0,cap,Hajek-O-X,5.0,0.0,0.0
N=600,600,5,1.0,cap,Hajek-O-X,6.0,0.0,0.0
N=600,600,5,1.0,cap,Hajek-O-X,8.0,0.0,0.0
N=600,600,5,1.0,cap,IPW-O-W,1.0,0.3513,0.0913
N=600,600,5,1.0,cap,IPW-O-W,1.5,0.5632,0.1358
N=600,600,5,1.0,cap,IPW-O-W,2.0,0.7246,0.0868
N=600,600,5,1.0,cap,IPW-O-W,2.5,0.762,0.0746
N=600,600,5,1.0,cap,IPW-O-W,3.0,0.7728,0.0677
N=600,600,5,1.0,cap,IPW-O-W,4.0,0.7822,0.0712
N=600,600,5,1.0,cap,IPW-O-W,5.0,0.8073,0.0545
N=600,600,5,1.0,cap,IPW-O-W,6.0,0.7897,0.0701
N=600,600,5,1.0,cap,IPW-O-W,8.0,0.7467,0.0707
N=600,600,5,1.0,cap,DoublyRobust-O-W,1.0,0.7087,0.0718
N=600,600,5,1.0,cap,DoublyRobust-O-W,1.5,0.7059,0.0716
N=600,600,5,1.0,cap,DoublyRobust-O-W,2.0,0.7053,0.0624
N=600,600,5,1.0,cap,DoublyRobust-O-W,2.5,0.7049,0.0636
N=600,600,5,1.0,cap,DoublyRobust-O-W,3.0,0.7118,0.0649
N=600,600,5,1.0,cap,DoublyRobust-O-W,4.0,0.71,0.0874
N=600,600,5,1.0,cap,DoublyRobust-O-W,5.0,0.755,0.0757
N=600,600,5,1.0,cap,DoublyRobust-O-W,6.0,0.7759,0.0693
N=600,600,5,1.0,cap,DoublyRobust-O-W,8.0,0.7908,0.0766
N=1000,1000,4,1.0,uncap,IPW-X-X,1.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,1.5,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,2.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,2.5,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,3.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,4.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,5.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,6.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-X-X,8.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,1.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,1.5,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,2.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,2.5,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,3.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,4.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,5.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,6.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-X-X,8.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,Direct-X-X,1.0,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,1.5,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,2.0,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,2.5,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,3.0,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,4.0,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,5.0,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,6.0,0.1022,0.1022
N=1000,1000,4,1.0,uncap,Direct-X-X,8.0,0.1022,0.1022
N=1000,1000,4,1.0,uncap,IPW-O-X,1.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-O-X,1.5,0.5003,0.2278
N=1000,1000,4,1.0,uncap,IPW-O-X,2.0,0.3574,0.133
N=1000,1000,4,1.0,uncap,IPW-O-X,2.5,0.338,0.1507
N=1000,1000,4,1.0,uncap,IPW-O-X,3.0,0.3425,0.1473
N=1000,1000,4,1.0,uncap,IPW-O-X,4.0,0.3463,0.1435
N=1000,1000,4,1.0,uncap,IPW-O-X,5.0,0.2757,0.1236
N=1000,1000,4,1.0,uncap,IPW-O-X,6.0,0.2757,0.1236
N=1000,1000,4,1.0,uncap,IPW-O-X,8.0,0.2757,0.1236
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,1.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,1.5,0.6915,0.0848
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,2.0,0.6844,0.0725
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,2.5,0.6441,0.003
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,3.0,0.6446,0.0254
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,4.0,0.6672,0.0184
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,5.0,0.6764,0.0171
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,6.0,0.5934,0.1604
N=1000,1000,4,1.0,uncap,DoublyRobust-O-X,8.0,0.6001,0.1597
N=1000,1000,4,1.0,uncap,Hajek-O-X,1.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,Hajek-O-X,1.5,0.2049,0.1471
N=1000,1000,4,1.0,uncap,Hajek-O-X,2.0,0.0127,0.0113
N=1000,1000,4,1.0,uncap,Hajek-O-X,2.5,0.0,0.0
N=1000,1000,4,1.0,uncap,Hajek-O-X,3.0,0.0,0.0
N=1000,1000,4,1.0,uncap,Hajek-O-X,4.0,0.0,0.0
N=1000,1000,4,1.0,uncap,Hajek-O-X,5.0,0.0,0.0
N=1000,1000,4,1.0,uncap,Hajek-O-X,6.0,0.0,0.0
N=1000,1000,4,1.0,uncap,Hajek-O-X,8.0,0.0,0.0
N=1000,1000,4,1.0,uncap,IPW-O-W,1.0,0.4639,0.1785
N=1000,1000,4,1.0,uncap,IPW-O-W,1.5,0.7117,0.0714
N=1000,1000,4,1.0,uncap,IPW-O-W,2.0,0.78,0.0424
N=1000,1000,4,1.0,uncap,IPW-O-W,2.5,0.7851,0.0384
N=1000,1000,4,1.0,uncap,IPW-O-W,3.0,0.7757,0.0504
N=1000,1000,4,1.0,uncap,IPW-O-W,4.0,0.7509,0.0296
N=1000,1000,4,1.0,uncap,IPW-O-W,5.0,0.7587,0.0319
N=1000,1000,4,1.0,uncap,IPW-O-W,6.0,0.7474,0.049
N=1000,1000,4,1.0,uncap,IPW-O-W,8.0,0.7479,0.0492
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,1.0,0.6936,0.0885
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,1.5,0.7064,0.0838
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,2.0,0.7403,0.098
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,2.5,0.778,0.0714
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,3.0,0.7275,0.1012
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,4.0,0.7191,0.0923
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,5.0,0.7141,0.1127
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,6.0,0.728,0.1212
N=1000,1000,4,1.0,uncap,DoublyRobust-O-W,8.0,0.8019,0.0281
N=1000,1000,4,1.0,cap,IPW-X-X,1.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,1.5,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,2.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,2.5,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,3.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,4.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,5.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,6.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-X-X,8.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,1.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,1.5,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,2.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,2.5,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,3.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,4.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,5.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,6.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-X-X,8.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,Direct-X-X,1.0,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,1.5,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,2.0,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,2.5,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,3.0,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,4.0,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,5.0,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,6.0,0.1022,0.1022
N=1000,1000,4,1.0,cap,Direct-X-X,8.0,0.1022,0.1022
N=1000,1000,4,1.0,cap,IPW-O-X,1.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-O-X,1.5,0.3514,0.2054
N=1000,1000,4,1.0,cap,IPW-O-X,2.0,0.3574,0.133
N=1000,1000,4,1.0,cap,IPW-O-X,2.5,0.338,0.1507
N=1000,1000,4,1.0,cap,IPW-O-X,3.0,0.3425,0.1473
N=1000,1000,4,1.0,cap,IPW-O-X,4.0,0.3463,0.1435
N=1000,1000,4,1.0,cap,IPW-O-X,5.0,0.2757,0.1236
N=1000,1000,4,1.0,cap,IPW-O-X,6.0,0.2757,0.1236
N=1000,1000,4,1.0,cap,IPW-O-X,8.0,0.2757,0.1236
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,1.0,0.6949,0.0196
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,1.5,0.5508,0.2366
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,2.0,0.4076,0.2011
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,2.5,0.415,0.1284
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,3.0,0.4577,0.0629
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,4.0,0.5086,0.0485
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,5.0,0.5603,0.0084
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,6.0,0.5744,0.0046
N=1000,1000,4,1.0,cap,DoublyRobust-O-X,8.0,0.5822,0.0055
N=1000,1000,4,1.0,cap,Hajek-O-X,1.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,Hajek-O-X,1.5,0.2049,0.1471
N=1000,1000,4,1.0,cap,Hajek-O-X,2.0,0.0127,0.0113
N=1000,1000,4,1.0,cap,Hajek-O-X,2.5,0.0,0.0
N=1000,1000,4,1.0,cap,Hajek-O-X,3.0,0.0,0.0
N=1000,1000,4,1.0,cap,Hajek-O-X,4.0,0.0,0.0
N=1000,1000,4,1.0,cap,Hajek-O-X,5.0,0.0,0.0
N=1000,1000,4,1.0,cap,Hajek-O-X,6.0,0.0,0.0
N=1000,1000,4,1.0,cap,Hajek-O-X,8.0,0.0,0.0
N=1000,1000,4,1.0,cap,IPW-O-W,1.0,0.3348,0.1963
N=1000,1000,4,1.0,cap,IPW-O-W,1.5,0.5098,0.0961
N=1000,1000,4,1.0,cap,IPW-O-W,2.0,0.6413,0.1156
N=1000,1000,4,1.0,cap,IPW-O-W,2.5,0.6903,0.0732
N=1000,1000,4,1.0,cap,IPW-O-W,3.0,0.7277,0.0531
N=1000,1000,4,1.0,cap,IPW-O-W,4.0,0.7498,0.0658
N=1000,1000,4,1.0,cap,IPW-O-W,5.0,0.7513,0.0713
